utt_idx,split,condition,label,attack_type,score,prob,pred_label,es,sba,fp,ecs,trusted
3,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108239531517029,1.001879426366507,0.9138108946461734,1
3,train,C8_opus16,0,bonafide,-0.016461096704006195,0.49588483572006226,0,0.8879444003105164,0.7187642455101013,0.9937434545070185,0.8689300701293425,1
3,train,C9_opus6,0,bonafide,-0.016365427523851395,0.4959087371826172,0,0.8639925122261047,0.7171629667282104,0.5989859246585397,0.740441672306467,1
3,train,N1_awgn20,0,bonafide,-0.016490116715431213,0.49587756395339966,0,0.8656764030456543,0.6934669613838196,0.9959245708770688,0.8530880208965281,1
3,train,N2_awgn10,0,bonafide,-0.013804346323013306,0.49654898047447205,0,0.8514076471328735,0.6369965672492981,0.9944881086736784,0.8300084616300423,1
4,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108240127563477,0.9938609225733197,0.9114053613896107,1
4,train,C8_opus16,0,bonafide,-0.016458140686154366,0.49588555097579956,0,0.8994069695472717,0.7232149839401245,0.9942846590657257,0.8750126807206637,1
4,train,C9_opus6,0,bonafide,-0.016294844448566437,0.4959263801574707,0,0.8736200332641602,0.7128303647041321,0.5989237262806862,0.7429742406011095,1
4,train,N1_awgn20,0,bonafide,-0.016351599246263504,0.49591219425201416,0,0.8585606217384338,0.6884471774101257,0.9908566635418733,0.8472154009809733,1
4,train,N2_awgn10,0,bonafide,-0.014116283506155014,0.49647098779678345,0,0.8229525685310364,0.6321271061897278,0.9961659623236223,0.8176689479664195,1
5,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108239531517029,1.0054204269702924,0.914873194827309,1
5,train,C8_opus16,0,bonafide,-0.016462091356515884,0.49588456749916077,0,0.8798694014549255,0.7190389037132263,0.9911544756760002,0.8650057743987383,1
5,train,C9_opus6,0,bonafide,-0.016293808817863464,0.4959266483783722,0,0.8841257095336914,0.7238481044769287,0.5990225085598486,0.7505114677245097,1
5,train,N1_awgn20,0,bonafide,-0.01632314920425415,0.4959193170070648,0,0.8716978430747986,0.6971679925918579,0.9907356976775652,0.8550502443107464,1
5,train,N2_awgn10,0,bonafide,-0.014019548892974854,0.49649515748023987,0,0.808125376701355,0.6400623917579651,0.9967265452474927,0.8142868317821794,1
6,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108240127563477,0.9960893836867379,0.9120738997236362,1
6,train,C8_opus16,0,bonafide,-0.016461098566651344,0.49588483572006226,0,0.8857912421226501,0.7156789302825928,0.9936838670921732,0.8671253360614899,1
6,train,C9_opus6,0,bonafide,-0.016348492354154587,0.49591296911239624,0,0.8629702925682068,0.7169632911682129,0.6041484709107581,0.741521645650974,1
6,train,N1_awgn20,0,bonafide,-0.016401370987296104,0.4958997368812561,0,0.8732655644416809,0.7009961009025574,0.994526398971071,0.8579629757387609,1
6,train,N2_awgn10,0,bonafide,-0.01412610337138176,0.49646854400634766,0,0.8160492777824402,0.6396650671958923,0.9996025714618917,0.8182000027103112,1
7,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108239531517029,0.9962402124944525,0.9121191304845571,1
7,train,C8_opus16,0,bonafide,-0.016455093398690224,0.49588632583618164,0,0.8962224721908569,0.7178865671157837,1.0017132041923682,0.8743689202687883,1
7,train,C9_opus6,0,bonafide,-0.016289478167891502,0.49592772126197815,0,0.8895776867866516,0.722004771232605,0.5935436523100551,0.7504956017774587,1
7,train,N1_awgn20,0,bonafide,-0.01639799401164055,0.49590057134628296,0,0.8722805976867676,0.6952095031738281,0.9926775649828886,0.855278359521722,1
7,train,N2_awgn10,0,bonafide,-0.014092054218053818,0.49647706747055054,0,0.7979574203491211,0.6382210850715637,0.9969317511647309,0.8097288190105367,1
8,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108239531517029,0.9931374656473996,0.9111883064304411,1
8,train,C8_opus16,0,bonafide,-0.01646270602941513,0.49588441848754883,0,0.8996500372886658,0.715304970741272,0.9873180504106,0.8706469212610279,1
8,train,C9_opus6,0,bonafide,-0.016283560544252396,0.49592921137809753,0,0.8830164670944214,0.7156185507774353,0.5993360929068439,0.7476929799430523,1
8,train,N1_awgn20,0,bonafide,-0.01631740666925907,0.49592071771621704,0,0.876946210861206,0.6884188055992126,0.9948918218953826,0.855771672592861,1
8,train,N2_awgn10,0,bonafide,-0.013819478452205658,0.4965451955795288,0,0.8530827164649963,0.6474454402923584,0.9946464073601011,0.8338606408817364,1
9,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108240127563477,0.9919740928779384,0.9108393124809964,1
9,train,C8_opus16,0,bonafide,-0.016469061374664307,0.4958828389644623,0,0.8924556970596313,0.7270559072494507,0.9971737279134442,0.874251169372721,1
9,train,C9_opus6,0,bonafide,-0.01634138450026512,0.4959147572517395,0,0.8699091672897339,0.7249059081077576,0.5956942166592704,0.744143704346002,1
9,train,N1_awgn20,0,bonafide,-0.01632789522409439,0.4959180951118469,0,0.8677035570144653,0.6962714195251465,0.9938931903738906,0.8541308057754973,1
9,train,N2_awgn10,0,bonafide,-0.013787835836410522,0.49655309319496155,0,0.7609647512435913,0.6427672505378723,0.994513654643227,0.7955701720517663,1
10,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108239531517029,0.999429145211876,0.913075810299784,1
10,train,C8_opus16,0,bonafide,-0.016460269689559937,0.4958850145339966,0,0.8861465454101562,0.7210761904716492,0.9908865788842226,0.8680474489708241,1
10,train,C9_opus6,0,bonafide,-0.01634170301258564,0.49591463804244995,0,0.8739219903945923,0.7250714898109436,0.5996676687311412,0.7469905437204624,1
10,train,N1_awgn20,0,bonafide,-0.01634244993329048,0.4959144592285156,0,0.8752025961875916,0.6987800002098083,0.9973826132235885,0.8589298225050557,1
10,train,N2_awgn10,0,bonafide,-0.013736072927713394,0.4965660274028778,0,0.8148152232170105,0.6354500651359558,0.9922944749597021,0.8142494513155016,1
11,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108239531517029,0.9938106410406456,0.911390259048415,1
11,train,C8_opus16,0,bonafide,-0.01645970344543457,0.4958851635456085,0,0.8862141370773315,0.7196891903877258,0.9942550071202643,0.8686689140833296,1
11,train,C9_opus6,0,bonafide,-0.016292203217744827,0.49592703580856323,0,0.8693835139274597,0.7193041443824768,0.5954084686903557,0.7421671894928337,1
11,train,N1_awgn20,0,bonafide,-0.01633620262145996,0.4959160387516022,0,0.8604096174240112,0.6987936496734619,0.9924083410151011,0.8515244441761735,1
11,train,N2_awgn10,0,bonafide,-0.013648532330989838,0.4965879023075104,0,0.8273977041244507,0.6382655501365662,0.9982374060013803,0.8219099684911642,1
12,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108239531517029,0.9901279778415812,0.9102854600886956,1
12,train,C8_opus16,0,bonafide,-0.01645534113049507,0.49588626623153687,0,0.8919862508773804,0.7137524485588074,0.9929408037817324,0.8688024760531141,1
12,train,C9_opus6,0,bonafide,-0.016337912529706955,0.49591562151908875,0,0.881497859954834,0.7167044281959534,0.5992557234614072,0.7473871894791417,1
12,train,N1_awgn20,0,bonafide,-0.016443850472569466,0.4958891272544861,0,0.8721157908439636,0.6871578097343445,0.9930665685224713,0.8529136298146303,1
12,train,N2_awgn10,0,bonafide,-0.013957066461443901,0.4965108036994934,0,0.8054447174072266,0.6394838690757751,0.993116684169052,0.8119580529363387,1
13,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108240127563477,0.9957148672699344,0.9119615447985951,1
13,train,C8_opus16,0,bonafide,-0.016457851976156235,0.49588561058044434,0,0.891616940498352,0.7162958979606628,1.0043805815721358,0.8728497200591805,1
13,train,C9_opus6,0,bonafide,-0.01634334959089756,0.4959142506122589,0,0.8754441738128662,0.7320129871368408,0.6026878428073684,0.7505879185084092,1
13,train,N1_awgn20,0,bonafide,-0.016412805765867233,0.4958968758583069,0,0.8669413328170776,0.6926849484443665,0.9935544891796528,0.8526483644140368,1
13,train,N2_awgn10,0,bonafide,-0.013794094324111938,0.496551513671875,0,0.8133723139762878,0.6409190893173218,0.9951203595708121,0.8161607602569553,1
14,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108240127563477,0.9933279709160625,0.9112454758924335,1
14,train,C8_opus16,0,bonafide,-0.01646166853606701,0.49588465690612793,0,0.8890225887298584,0.7175218462944031,0.9901160147221026,0.8679003937968951,1
14,train,C9_opus6,0,bonafide,-0.016306092962622643,0.49592354893684387,0,0.8660904765129089,0.7190869450569153,0.6020878712960419,0.7427886355110508,1
14,train,N1_awgn20,0,bonafide,-0.016422146931290627,0.49589455127716064,0,0.8835815787315369,0.7014235258102417,1.0042711472225967,0.8651410334024663,1
14,train,N2_awgn10,0,bonafide,-0.01398547925055027,0.49650368094444275,0,0.8371288180351257,0.6372973322868347,0.9901446475838562,0.8230841211752575,1
15,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108240127563477,0.9981556215850637,0.9126937710931339,1
15,train,C8_opus16,0,bonafide,-0.016457173973321915,0.49588578939437866,0,0.8868144154548645,0.7190994024276733,0.9891722964996781,0.8672072758601512,1
15,train,C9_opus6,0,bonafide,-0.016343634575605392,0.49591419100761414,0,0.8807195425033569,0.7245006561279297,0.5948542694310619,0.7480942946690402,1
15,train,N1_awgn20,0,bonafide,-0.01640142872929573,0.4958997368812561,0,0.876395583152771,0.699705183506012,0.9903527488104032,0.8575756129560329,1
15,train,N2_awgn10,0,bonafide,-0.013949152082204819,0.496512770652771,0,0.8262860178947449,0.6474904417991638,0.9950042751324142,0.8232628222373715,1
16,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108240127563477,0.9961619911372006,0.9120956819587749,1
16,train,C8_opus16,0,bonafide,-0.01645645685493946,0.495885968208313,0,0.8908485770225525,0.7175912261009216,0.9902612887857455,0.8686951852750211,1
16,train,C9_opus6,0,bonafide,-0.016287485137581825,0.49592819809913635,0,0.8806137442588806,0.721398651599884,0.602953406931174,0.7495511152628698,1
16,train,N1_awgn20,0,bonafide,-0.016414150595664978,0.49589651823043823,0,0.8605431914329529,0.6895212531089783,0.9930343792156169,0.8489839662705598,1
16,train,N2_awgn10,0,bonafide,-0.01384342834353447,0.4965392053127289,0,0.8437752723693848,0.6428231000900269,0.9973781084116666,0.8295704714982619,1
17,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108240127563477,0.9954646659748253,0.9118864844100624,1
17,train,C8_opus16,0,bonafide,-0.016460038721561432,0.49588507413864136,0,0.8838562369346619,0.7207964658737183,0.996290853714951,0.8686686906504656,1
17,train,C9_opus6,0,bonafide,-0.016338933259248734,0.49591535329818726,0,0.8829396963119507,0.7220519185066223,0.5994243275090215,0.7496187523294735,1
17,train,N1_awgn20,0,bonafide,-0.01628364436328411,0.49592918157577515,0,0.8713158369064331,0.6945474147796631,0.9941770124546526,0.855143662932868,1
17,train,N2_awgn10,0,bonafide,-0.01400100626051426,0.49649980664253235,0,0.8223161697387695,0.6348243355751038,0.9929711470544541,0.8172651126843752,1
18,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108239531517029,0.9875131339663726,0.9095010069261331,1
18,train,C8_opus16,0,bonafide,-0.016460532322525978,0.4958849549293518,0,0.8894444704055786,0.7199797630310059,0.9974971417945014,0.8710208596098837,1
18,train,C9_opus6,0,bonafide,-0.01630694419145584,0.49592337012290955,0,0.8686922788619995,0.7200501561164856,0.5953488420966877,0.7420966110087518,1
18,train,N1_awgn20,0,bonafide,-0.016445299610495567,0.49588876962661743,0,0.8806240558624268,0.6944312453269958,0.9940683213372238,0.8587994923442366,1
18,train,N2_awgn10,0,bonafide,-0.014018621295690536,0.49649539589881897,0,0.8500193357467651,0.6401588320732117,0.9906856729179375,0.8292610857960507,1
19,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108239531517029,0.9896482723675167,0.9101415484464763,1
19,train,C8_opus16,0,bonafide,-0.016464844346046448,0.49588385224342346,0,0.888859212398529,0.720577597618103,0.9931464502225804,0.8696608993116166,1
19,train,C9_opus6,0,bonafide,-0.016352396458387375,0.49591198563575745,0,0.8750736117362976,0.7239242792129517,0.6023322102541891,0.7479063915346613,1
19,train,N1_awgn20,0,bonafide,-0.016478218138217926,0.49588051438331604,0,0.8545593023300171,0.6989201307296753,0.9905153288140086,0.848654358795112,1
19,train,N2_awgn10,0,bonafide,-0.014040626585483551,0.49648988246917725,0,0.8432577848434448,0.6432042717933655,0.9941119280768759,0.8284979738984504,1
20,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108240127563477,0.9987345696670051,0.9128674555177163,1
20,train,C8_opus16,0,bonafide,-0.01645638234913349,0.495885968208313,0,0.8857751488685608,0.7171527743339539,0.9984719949657457,0.8689974903373341,1
20,train,C9_opus6,0,bonafide,-0.01633347198367119,0.4959167242050171,0,0.8724873065948486,0.7205072045326233,0.6014557982912629,0.7455838234851053,1
20,train,N1_awgn20,0,bonafide,-0.016247041523456573,0.49593833088874817,0,0.8647216558456421,0.7052565217018127,0.9915867237108782,0.8549416359620642,1
20,train,N2_awgn10,0,bonafide,-0.013768266886472702,0.49655798077583313,0,0.8434983491897583,0.6374977827072144,0.9879343954392268,0.8250289931198356,1
21,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108239531517029,0.9917170121552121,0.910762170382785,1
21,train,C8_opus16,0,bonafide,-0.016457270830869675,0.49588578939437866,0,0.8984023332595825,0.7160770893096924,0.9983273058330138,0.8736822518466448,1
21,train,C9_opus6,0,bonafide,-0.016292493790388107,0.49592697620391846,0,0.8812394738197327,0.7163721323013306,0.6041028980804035,0.7486382986424133,1
21,train,N1_awgn20,0,bonafide,-0.01641232520341873,0.49589699506759644,0,0.880924642086029,0.6973381042480469,0.9936267758497964,0.8596593208637646,1
21,train,N2_awgn10,0,bonafide,-0.013711456209421158,0.49657219648361206,0,0.8419612646102905,0.6400021910667419,0.9968689659924627,0.8278458529618776,1
22,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108240127563477,0.9889378046215189,0.9099284260040705,1
22,train,C8_opus16,0,bonafide,-0.016460318118333817,0.4958850145339966,0,0.891531229019165,0.7190297842025757,0.9954165846967664,0.8709464022774687,1
22,train,C9_opus6,0,bonafide,-0.016350500285625458,0.49591246247291565,0,0.8802217245101929,0.719670832157135,0.6034280926999498,0.7490183672612026,1
22,train,N1_awgn20,0,bonafide,-0.016424007713794708,0.49589410424232483,0,0.8634214997291565,0.699133038520813,0.9954234333802461,0.8537355414619803,1
22,train,N2_awgn10,0,bonafide,-0.013911433517932892,0.4965222179889679,0,0.8208432197570801,0.6307233572006226,0.9902798474342016,0.8146382492932793,1
23,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108240127563477,0.9943296642733698,0.9115459838996257,1
23,train,C8_opus16,0,bonafide,-0.016457751393318176,0.4958856701850891,0,0.8863900303840637,0.723366916179657,0.988957150138757,0.8682532320491497,1
23,train,C9_opus6,0,bonafide,-0.016354378312826157,0.49591147899627686,0,0.878554105758667,0.7173274159431458,0.6030698051193353,0.7475408086222111,1
23,train,N1_awgn20,0,bonafide,-0.01646089181303978,0.49588489532470703,0,0.8521040678024292,0.7061804533004761,0.9957930276467117,0.851433671405128,1
23,train,N2_awgn10,0,bonafide,-0.013919733464717865,0.49652010202407837,0,0.8229404091835022,0.6319915652275085,0.9920400146445525,0.8163856376350191,1
24,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108239531517029,0.9892531682382297,0.9100230172076902,1
24,train,C8_opus16,0,bonafide,-0.01646430976688862,0.4958840012550354,0,0.8890770077705383,0.7181398272514343,0.9961242782970483,0.8699100347727602,1
24,train,C9_opus6,0,bonafide,-0.016337156295776367,0.49591580033302307,0,0.8795900344848633,0.7235395312309265,0.5908709746299422,0.746159165552206,1
24,train,N1_awgn20,0,bonafide,-0.016450185328722,0.49588754773139954,0,0.87044358253479,0.6989677548408508,1.0022011003503881,0.8585280895712877,1
24,train,N2_awgn10,0,bonafide,-0.014087662100791931,0.4964781403541565,0,0.8221778273582458,0.6381750106811523,0.9973798888570996,0.8195376008047739,1
25,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108238935470581,0.9955635401887724,0.9119161109114595,1
25,train,C8_opus16,0,bonafide,-0.01646016538143158,0.49588504433631897,0,0.8775998950004578,0.7131565809249878,0.9959349482382538,0.8637674167491556,1
25,train,C9_opus6,0,bonafide,-0.01631138287484646,0.4959222376346588,0,0.8753913044929504,0.7239153981208801,0.5954670558076249,0.7459712579757318,1
25,train,N1_awgn20,0,bonafide,-0.01643320545554161,0.495891809463501,0,0.8740676045417786,0.6996768116950989,0.9923535463165735,0.8572361492202131,1
25,train,N2_awgn10,0,bonafide,-0.013917479664087296,0.4965206980705261,0,0.8141331672668457,0.629672110080719,0.9989712890286544,0.8142462866395502,1
26,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108240127563477,0.9883529903225218,0.9097529817143712,1
26,train,C8_opus16,0,bonafide,-0.016458848491311073,0.49588537216186523,0,0.8785703778266907,0.7204623222351074,0.9933542662247231,0.8655731276686254,1
26,train,C9_opus6,0,bonafide,-0.01634158007800579,0.4959146976470947,0,0.8882693648338318,0.7114882469177246,0.6002951392710439,0.7488427617901633,1
26,train,N1_awgn20,0,bonafide,-0.01645154319703579,0.4958871901035309,0,0.8744674921035767,0.696259617805481,0.9936325257041323,0.8567546398943147,1
26,train,N2_awgn10,0,bonafide,-0.013902448117733002,0.496524453163147,0,0.7918890118598938,0.6412641406059265,0.9965525822681978,0.8081006216061948,1
27,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108240127563477,0.9937833764800785,0.9113820975616383,1
27,train,C8_opus16,0,bonafide,-0.016460642218589783,0.4958849549293518,0,0.8951460719108582,0.7193323373794556,0.9943356250203745,0.8721588174842922,1
27,train,C9_opus6,0,bonafide,-0.016340386122465134,0.4959149956703186,0,0.8863005042076111,0.7201791405677795,0.5928092044915105,0.7484167052008315,1
27,train,N1_awgn20,0,bonafide,-0.01621812954545021,0.4959455728530884,0,0.8682548999786377,0.6975593566894531,0.9987883798005258,0.8562062809384487,1
27,train,N2_awgn10,0,bonafide,-0.013922002166509628,0.4965195655822754,0,0.8445112109184265,0.6429760456085205,0.9948353431707408,0.8291479010011491,1
28,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108240127563477,0.9974512027412719,0.9124824454399963,1
28,train,C8_opus16,0,bonafide,-0.016462095081806183,0.49588456749916077,0,0.8866857290267944,0.7140265107154846,0.9957687651363599,0.8676128743662712,1
28,train,C9_opus6,0,bonafide,-0.016330845654010773,0.4959173798561096,0,0.8676491975784302,0.7211184501647949,0.5979668490564023,0.7427852687977312,1
28,train,N1_awgn20,0,bonafide,-0.01647990569472313,0.4958800971508026,0,0.8719799518585205,0.6970917582511902,0.995536025255409,0.856580315795388,1
28,train,N2_awgn10,0,bonafide,-0.014202035963535309,0.4964495599269867,0,0.8361212611198425,0.6445256471633911,0.9953097683910958,0.8263991291142831,1
29,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108240127563477,0.9902962011720052,0.9103359449692163,1
29,train,C8_opus16,0,bonafide,-0.016460057348012924,0.49588507413864136,0,0.8841946721076965,0.7163506150245667,0.9922748999230558,0.8662655233273653,1
29,train,C9_opus6,0,bonafide,-0.016355160623788834,0.49591130018234253,0,0.8770602345466614,0.7230329513549805,0.6007802358230909,0.747968049972086,1
29,train,N1_awgn20,0,bonafide,-0.016428451985120773,0.4958929419517517,0,0.8699734210968018,0.7011250257492065,0.9937989290557946,0.856466554880221,1
29,train,N2_awgn10,0,bonafide,-0.01425986923277378,0.49643510580062866,0,0.827374279499054,0.6336305141448975,0.9902460946299256,0.8181126944320686,1
30,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108240127563477,0.9901283622406791,0.9102855932898185,1
30,train,C8_opus16,0,bonafide,-0.016457851976156235,0.49588561058044434,0,0.8927911520004272,0.7147124409675598,0.9929051835339748,0.8694017481506313,1
30,train,C9_opus6,0,bonafide,-0.016286073252558708,0.4959285855293274,0,0.8740326762199402,0.7192763686180115,0.600250890725831,0.7454712482911288,1
30,train,N1_awgn20,0,bonafide,-0.016531972214579582,0.4958670735359192,0,0.8676806688308716,0.6877673268318176,0.9947363490962136,0.8518233703107579,1
30,train,N2_awgn10,0,bonafide,-0.013988226652145386,0.49650299549102783,0,0.8346242904663086,0.636272132396698,0.990030390405379,0.8217404730271466,1
31,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108240127563477,0.9922419989527834,0.9109196843034498,1
31,train,C8_opus16,0,bonafide,-0.0164601169526577,0.49588507413864136,0,0.8918426036834717,0.7179384231567383,0.9990138705124446,0.8718227295741436,1
31,train,C9_opus6,0,bonafide,-0.016348648816347122,0.49591293931007385,0,0.8820734024047852,0.7247235178947449,0.5990938383765102,0.7499745678432906,1
31,train,N1_awgn20,0,bonafide,-0.016506418585777283,0.49587351083755493,0,0.8730000853538513,0.6956798434257507,0.9934472238342663,0.8559381543195456,1
31,train,N2_awgn10,0,bonafide,-0.01373254880309105,0.49656692147254944,0,0.839262843132019,0.641628623008728,1.001308039450028,0.8285861359904345,1
32,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108240127563477,0.9938227927779997,0.9113939224510147,1
32,train,C8_opus16,0,bonafide,-0.016462750732898712,0.49588441848754883,0,0.8939465284347534,0.727021336555481,1.0001882789237835,0.8757414960176808,1
32,train,C9_opus6,0,bonafide,-0.01634073257446289,0.49591490626335144,0,0.8785426616668701,0.7242424488067627,0.6004859617794225,0.7488355878426036,1
32,train,N1_awgn20,0,bonafide,-0.016306214034557343,0.49592354893684387,0,0.8646989464759827,0.6978744864463806,0.9926122175166578,0.8530255897793045,1
32,train,N2_awgn10,0,bonafide,-0.013823732733726501,0.49654412269592285,0,0.8312593698501587,0.6368349194526672,0.9952615956375027,0.8221327024671146,1
33,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108240127563477,0.9971264825027092,0.9123850293684275,1
33,train,C8_opus16,0,bonafide,-0.016456201672554016,0.49588602781295776,0,0.8933427333831787,0.717508852481842,0.9996033626715489,0.8724707578992887,1
33,train,C9_opus6,0,bonafide,-0.01630827784538269,0.4959230422973633,0,0.8810880184173584,0.7159687280654907,0.6046909697081067,0.7486331166990227,1
33,train,N1_awgn20,0,bonafide,-0.01628299243748188,0.4959293603897095,0,0.8662532567977905,0.7011664509773254,0.9974040830325046,0.8560724629220653,1
33,train,N2_awgn10,0,bonafide,-0.014036212116479874,0.496491014957428,0,0.8451927304267883,0.6318797469139099,0.9915397043260669,0.8251029275427084,1
34,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108239531517029,0.9933360551531192,0.9112478832821571,1
34,train,C8_opus16,0,bonafide,-0.016458168625831604,0.49588555097579956,0,0.8900593519210815,0.7149177193641663,0.9896484846963305,0.8673936019865817,1
34,train,C9_opus6,0,bonafide,-0.016325823962688446,0.4959186315536499,0,0.8755412697792053,0.7090434432029724,0.5999245643975939,0.742906910191852,1
34,train,N1_awgn20,0,bonafide,-0.0165298730134964,0.49586760997772217,0,0.8658252358436584,0.7008496522903442,0.9887956475280073,0.8532236842829689,1
34,train,N2_awgn10,0,bonafide,-0.01401820033788681,0.4964955151081085,0,0.8256669044494629,0.636909544467926,0.9925739324283537,0.8191118048486691,1
35,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108240127563477,0.9888467586764285,0.9099011122205434,1
35,train,C8_opus16,0,bonafide,-0.016457922756671906,0.49588561058044434,0,0.8887708187103271,0.7157593369483948,0.9874694223798725,0.866476955282611,1
35,train,C9_opus6,0,bonafide,-0.016355808824300766,0.4959111213684082,0,0.8882589936256409,0.7223122119903564,0.5995754159070196,0.7518698858194691,1
35,train,N1_awgn20,0,bonafide,-0.016398854553699493,0.49590036273002625,0,0.8479432463645935,0.7006693482398987,0.998258705039926,0.8488557145297848,1
35,train,N2_awgn10,0,bonafide,-0.013905536383390427,0.4965236783027649,0,0.8363943696022034,0.6333522200584412,0.9969388906066461,0.8236450810404076,1
36,train,C0_clean,0,bonafide,-0.01655685342848301,0.49586087465286255,0,0.9999997019767761,0.7108239531517029,0.995459908637339,0.9118850393274229,1
