sample_idx,condition,attack_type,deletion_auc,insertion_auc,score,ecs,ecs_nr_proxy,stability,spectral_alignment,faithfulness_preservation,trusted
6,C0_clean,bonafide,0.5382864274173662,0.5359886136538919,1.0,0.8279813358202341,0.39030856192111973,1.0,0.42896773386173204,0.9976367188723818,1
6,C8_opus16,bonafide,0.5425455500184783,0.5489056337716471,1.0,0.8200880785182805,0.38063659071922307,0.9737352132797241,0.44193571441669954,0.9933775962712698,1
6,C9_opus6,bonafide,0.5574205641969107,0.5138584687907534,1.0,0.2637283308395801,0.15,0.17261624336242676,0.05,0.5989394449820313,0
6,N1_awgn20,bonafide,0.5560080340449398,0.535346371693581,1.0,0.7560415171722893,0.35615362823009494,0.8154088258743286,0.45301151049705135,0.9799151122448082,1
6,N2_awgn10,bonafide,0.544161110264633,0.5298219406987432,1.0,0.7503584386793551,0.3256782174110413,0.783266544342041,0.46507736711668063,0.991762036025115,1
7,C0_clean,bonafide,0.5439551597352152,0.5354530627260263,1.0,0.8448513091890937,0.39030858874320984,1.0,0.48759665163433874,0.9952410456626402,1
7,C8_opus16,bonafide,0.5335160404204442,0.5424089897345958,1.0,0.8409765778802919,0.38063656389713285,0.9737352132797241,0.5201397155468049,0.9848019263478691,1
7,C9_opus6,bonafide,0.5676203254379717,0.5183792710654248,1.0,0.2548434810663305,0.15,0.1665976345539093,0.05,0.5773480908158891,0
7,N1_awgn20,bonafide,0.5405243147016023,0.5292049898724861,1.0,0.7732039712213583,0.34147118031978607,0.8479153513908386,0.45498256825438205,0.9918102006290272,1
7,N2_awgn10,bonafide,0.5382250431588933,0.5388314004256521,1.0,0.7621504887975098,0.3050688371062279,0.8231719136238098,0.45342814874030135,0.9895109290863182,1
8,C0_clean,bonafide,0.5360837335383188,0.5383896924189716,1.0,0.8575532724881094,0.3903085947036743,1.0,0.527496720250877,0.9976808547094879,1
8,C8_opus16,bonafide,0.5343709741522358,0.5406120039386152,1.0,0.8354872721694562,0.38063656389713285,0.9737352132797241,0.49067586086848347,0.9959680953234048,1
8,C9_opus6,bonafide,0.5630727053676341,0.5247624223750202,1.0,0.27364204253688923,0.15,0.1731504201889038,0.05,0.6312729148710924,0
8,N1_awgn20,bonafide,0.5368004471610953,0.5392069776015678,1.0,0.7479104053061736,0.30702293217182164,0.8298634886741638,0.3881524644560959,0.9983975683322643,1
8,N2_awgn10,bonafide,0.5449898721744743,0.5379948331247402,1.0,0.7627305136399098,0.3022430807352066,0.8131296038627625,0.4648492336616593,0.9934130066543567,1
9,C0_clean,bonafide,0.5414653623664935,0.5364282429098682,1.0,0.8379241596650993,0.3903085947036743,1.0,0.4616126848580502,0.9981345140256142,1
9,C8_opus16,bonafide,0.5428944603389645,0.5335181867795813,1.0,0.851492327795004,0.38063656389713285,0.9737352132797241,0.5432887255572378,0.9967054160531431,1
9,C9_opus6,bonafide,0.559625985833296,0.5294497601049102,1.0,0.2582874563772435,0.15,0.18283911049365997,0.05,0.5671727072659316,0
9,N1_awgn20,bonafide,0.5455107983266991,0.5406634071079559,1.0,0.7787394915179554,0.3284802958369255,0.8276553153991699,0.4981688064622161,0.9940890780654085,1
9,N2_awgn10,bonafide,0.542759323887225,0.5322450547109732,1.0,0.7827787711464864,0.3095946028828621,0.800686776638031,0.5448396491326974,0.9968405525048826,1
10,C0_clean,bonafide,0.5396144914529295,0.5417057598740832,1.0,0.8224442266452013,0.3903086215257645,1.0,0.4092094857517281,0.9989379363989429,1
10,C8_opus16,bonafide,0.5446612119795857,0.5395397137249841,1.0,0.8268118120635259,0.38063656389713285,0.9737352132797241,0.463834539966501,0.9938912158722867,1
10,C9_opus6,bonafide,0.5636607611703364,0.5267352459542753,1.0,0.25685229363201034,0.15,0.18034546077251434,0.05,0.5657136977433487,0
10,N1_awgn20,bonafide,0.5458168530239395,0.5354781951256473,1.0,0.7486674660229955,0.34783407002687455,0.8297754526138306,0.3964553750969444,0.992735574827933,1
10,N2_awgn10,bonafide,0.5472622185488931,0.5347398250106903,1.0,0.7451764616817673,0.32628312706947327,0.7551984786987305,0.4857000247046046,0.9912902093029793,1
11,C0_clean,bonafide,0.5377674252396649,0.5442819939716174,1.0,0.8119777097787141,0.3903086215257645,1.0,0.3742576387657068,0.9990013938300069,1
11,C8_opus16,bonafide,0.5342966018408456,0.5403406088948505,1.0,0.826364662603199,0.38063656389713285,0.9737352132797241,0.4607046872065102,0.9955305704311875,1
11,C9_opus6,bonafide,0.5583437487209633,0.523873881769911,1.0,0.2529411199796519,0.15,0.17914190888404846,0.05,0.5542811880867751,0
11,N1_awgn20,bonafide,0.5460078058029227,0.5422113730447948,1.0,0.774116614665614,0.3494015812873841,0.8398058414459229,0.46788936801741415,0.9927582256067353,1
11,N2_awgn10,bonafide,0.5374002192727328,0.5310223086879061,1.0,0.7646259648890799,0.31577223539352417,0.7855716943740845,0.5026901026017452,0.9986341878630748,1
12,C0_clean,bonafide,0.5425752384315303,0.5592636574532737,1.0,0.8418068078923293,0.3903086215257645,1.0,0.47568929754561046,0.997000062095487,1
12,C8_opus16,bonafide,0.5462031239353086,0.5442447130830605,1.0,0.8328690586925076,0.38063656389713285,0.9737352132797241,0.47854452553465837,0.9993720524007348,1
12,C9_opus6,bonafide,0.5595048060189688,0.5198880241648725,1.0,0.26720118147032534,0.15,0.1876075118780136,0.05,0.5905272557303997,0
12,N1_awgn20,bonafide,0.5440570223692949,0.5479256411610043,1.0,0.7543110671452733,0.32761648297309875,0.8176174163818359,0.4257318226085448,0.9984818460332515,1
12,N2_awgn10,bonafide,0.547396516634856,0.5279712049610684,1.0,0.727140306361812,0.30027921199798585,0.8017392158508301,0.3566367403704126,0.9981786597011874,1
13,C0_clean,bonafide,0.5403214000954774,0.5346112761103535,1.0,0.8512385767818378,0.39030858874320984,1.0,0.5044475298483683,0.9996810594244245,1
13,C8_opus16,bonafide,0.5439232844790789,0.5358228711070089,1.0,0.8127796465305823,0.38063656389713285,0.9737352132797241,0.4142348145370016,0.9967170561919739,1
13,C9_opus6,bonafide,0.5578718294240451,0.5339301839704914,1.0,0.26681629874511104,0.15,0.1605231761932373,0.05,0.6253567608927204,0
13,N1_awgn20,bonafide,0.5446504665353951,0.5329728727146101,1.0,0.7290559242098762,0.31631772518157963,0.8140902519226074,0.3487428706671196,0.9959898741356578,1
13,N2_awgn10,bonafide,0.5405386162957058,0.5349250978047964,1.0,0.757731582951954,0.33097337037324903,0.7749390006065369,0.4926216667398112,0.9998982756246529,1
14,C0_clean,bonafide,0.5339985179647212,0.5383274938207953,1.0,0.8445284023834976,0.39030856192111973,1.0,0.4932877597085061,0.9884735815698189,1
14,C8_opus16,bonafide,0.537258649571537,0.548301975467,1.0,0.8148900195974658,0.38063656389713285,0.9737352132797241,0.4262527344419522,0.9917337131766347,1
14,C9_opus6,bonafide,0.558353432011855,0.534282257528013,1.0,0.28081911398560727,0.15,0.18357382714748383,0.05,0.6412986104220458,0
14,N1_awgn20,bonafide,0.5406818593636046,0.5432315260179974,1.0,0.7486959328425846,0.3322692394256592,0.8448485136032104,0.3740315017022993,0.9951569229687023,1
14,N2_awgn10,bonafide,0.5467647845777887,0.5393274828300892,1.0,0.7330992548197024,0.31137950867414477,0.7727156281471252,0.41461652671906096,0.9987601518171136,1
15,C0_clean,bonafide,0.5237936632996547,0.5348780617933286,1.0,0.8297356143563365,0.39030856192111973,1.0,0.44702373219691,0.9854283156575451,1
15,C8_opus16,bonafide,0.5342863798245813,0.5476367607852527,1.0,0.8194818726957338,0.38063656389713285,0.9737352132797241,0.437371592430342,0.9959210321824716,1
15,C9_opus6,bonafide,0.5492439726565531,0.5308116868989744,1.0,0.2498760632587227,0.15,0.18026602268218994,0.05,0.5425655139528224,0
15,N1_awgn20,bonafide,0.5438098914250932,0.5313337306247651,1.0,0.775639570747527,0.3469952896237374,0.8120636940002441,0.508158187607748,0.9945554562170165,1
15,N2_awgn10,bonafide,0.5451711629359516,0.5328230511561219,1.0,0.7563725183641143,0.3187373176217079,0.7912067770957947,0.4731051737131636,0.9931941847061581,1
16,C0_clean,bonafide,0.5405675867262563,0.5433106533726053,1.0,0.8283858689374655,0.3903086215257645,1.0,0.430734320156912,0.9972185763013062,1
16,C8_opus16,bonafide,0.5343362182402713,0.5501398711388759,1.0,0.8455804998986662,0.38063656389713285,0.9737352132797241,0.5293008408072676,0.9909872078153212,1
16,C9_opus6,bonafide,0.5464244071651836,0.5252201131758791,1.0,0.2638306825062325,0.15,0.19075769186019897,0.05,0.5750920192071762,0
16,N1_awgn20,bonafide,0.5410011246296844,0.5335870469123004,1.0,0.7618512144464908,0.3317354574799538,0.8266935348510742,0.43959388748213624,0.9976521142047343,1
16,N2_awgn10,bonafide,0.5453987890253605,0.5329217404281615,1.0,0.7748548659644866,0.29223180115222935,0.8193144202232361,0.49248010485105126,0.9979502213995896,1
17,C0_clean,bonafide,0.5440643105941948,0.5431481442096181,1.0,0.8385793861782578,0.3903085947036743,1.0,0.4653649760438305,0.9965663112170285,1
17,C8_opus16,bonafide,0.5377243905334207,0.5432111722912109,1.0,0.809127077494935,0.38063656389713285,0.9737352132797241,0.4085502494538964,0.9902263911562544,1
17,C9_opus6,bonafide,0.5593220748851164,0.5301181009209931,1.0,0.26249667217498873,0.15,0.1864888221025467,0.05,0.5763371444465668,0
17,N1_awgn20,bonafide,0.5427087492336344,0.5351918814880601,1.0,0.7673754357584144,0.32728200405836105,0.8140143752098083,0.4773548690585019,0.9952107498564682,1
17,N2_awgn10,bonafide,0.5485202265909027,0.5396744033340407,1.0,0.7633120876964364,0.31830027848482134,0.7803427577018738,0.5049388425993595,0.9989777727862635,1
18,C0_clean,bonafide,0.5434097648564749,0.5384486662170328,1.0,0.8334797688707023,0.39030858874320984,1.0,0.451050192081638,0.9938823708207032,1
18,C8_opus16,bonafide,0.5398745804625671,0.5399596840905581,1.0,0.8264607365272549,0.38063656389713285,0.9737352132797241,0.4662083176244221,0.9903471864267954,1
18,C9_opus6,bonafide,0.5593282037883022,0.5186174944313839,1.0,0.25338136342419615,0.15,0.18237906694412231,0.05,0.5514324554884907,0
18,N1_awgn20,bonafide,0.5468671691464657,0.5402117434086098,1.0,0.7933964821026893,0.34838375449180603,0.85455721616745,0.5079055436750034,0.997339775110694,1
18,N2_awgn10,bonafide,0.5441496220966113,0.531302872181725,1.0,0.7585947318402972,0.30231649428606033,0.7894572019577026,0.481417275463214,0.9946222280608397,1
19,C0_clean,bonafide,0.5448755986670888,0.5392647130924894,1.0,0.8243936015644824,0.39030858874320984,1.0,0.4161419144243944,0.9985034241238799,1
19,C8_opus16,bonafide,0.5389183665261406,0.5415393615369727,1.0,0.8107734304805534,0.38063656389713285,0.9737352132797241,0.4087251401603744,0.9955393437351718,1
19,C9_opus6,bonafide,0.553562070850463,0.5248441392410608,1.0,0.2613028096058888,0.15,0.18096531927585602,0.05,0.5797222729851548,0
19,N1_awgn20,bonafide,0.5446631169086205,0.5292567110706812,1.0,0.7574918527437842,0.33001542538404466,0.8248566389083862,0.42644808471908385,0.9987159058823483,1
19,N2_awgn10,bonafide,0.5409350437271881,0.5344054994079904,1.0,0.7226095529962111,0.308281047642231,0.7736367583274841,0.37962681128117226,0.9975560209362194,1
20,C0_clean,bonafide,0.5442882981160101,0.5392003073501829,1.0,0.8570504713406493,0.39030858874320984,1.0,0.5237678108474776,0.9997337602880201,1
20,C8_opus16,bonafide,0.5355126489112165,0.5393821385856326,1.0,0.8214962755183173,0.38063656389713285,0.9737352132797241,0.44904918960486556,0.9909581110832265,1
20,C9_opus6,bonafide,0.5552239995195183,0.5249463000875716,1.0,0.25172737439499293,0.15,0.16663536429405212,0.05,0.566910762257907,0
20,N1_awgn20,bonafide,0.5511660491869002,0.5359538446358285,1.0,0.7707596518682005,0.3401677340269089,0.8248822689056396,0.47596732571205863,0.9933884886410899,1
20,N2_awgn10,bonafide,0.5473256417572617,0.5341189758418647,1.0,0.7626959086785815,0.31084829121828084,0.8062539100646973,0.4700855861049471,0.9972288960707283,1
21,C0_clean,bonafide,0.5404883804927442,0.5361349510807227,1.0,0.8340992614368345,0.39030856192111973,1.0,0.45062962003908974,0.9963679180836921,1
21,C8_opus16,bonafide,0.5430152871906329,0.5467304223045697,1.0,0.824530185360248,0.38063656389713285,0.9737352132797241,0.45122550871294714,0.9988948247815808,1
21,C9_opus6,bonafide,0.5612330323015838,0.5279249250124456,1.0,0.26846654064570347,0.15,0.17816609144210815,0.05,0.607333680229534,0
21,N1_awgn20,bonafide,0.5397053995949528,0.5320544997673676,1.0,0.7915847047194651,0.3343292057514191,0.8126554489135742,0.5594901466608836,0.9955849371859007,1
21,N2_awgn10,bonafide,0.5334783156728083,0.533273430597239,1.0,0.7408605804103205,0.2930381387472153,0.795110285282135,0.4200303677277989,0.9893578532637562,1
22,C0_clean,bonafide,0.5417087798788859,0.5493808541960795,1.0,0.836504573841147,0.3903085947036743,1.0,0.4575196893238104,0.9974955568133457,1
22,C8_opus16,bonafide,0.5376407774560935,0.5349826309088527,1.0,0.8382813751138389,0.38063656389713285,0.9737352132797241,0.49752119190930255,0.998436440763862,1
22,C9_opus6,bonafide,0.5587068126186447,0.5171516172037847,1.0,0.292033169968008,0.15,0.18763916194438934,0.05,0.6732583506341742,0
22,N1_awgn20,bonafide,0.5411885257788595,0.5278999233151627,1.0,0.7814082642971723,0.3594606623053551,0.8232797980308533,0.5089720060360644,0.9980158109133721,1
22,N2_awgn10,bonafide,0.543764127575037,0.5418522547585672,1.0,0.7672036123216386,0.3041300594806671,0.7831586599349976,0.5176936187082707,0.9954402091171946,1
23,C0_clean,bonafide,0.540026218498591,0.5402349029688237,1.0,0.8245098676179246,0.39030856192111973,1.0,0.42003124885231136,0.9950016432074372,1
23,C8_opus16,bonafide,0.543639545396143,0.5341366021186815,1.0,0.8151595981326667,0.38063656389713285,0.9737352132797241,0.4274967264260378,0.9913883163098852,1
23,C9_opus6,bonafide,0.5555744772034374,0.5272716997619006,1.0,0.2557768023270685,0.15,0.1856812685728073,0.05,0.5550143163264852,0
23,N1_awgn20,bonafide,0.5502297353801682,0.5378202187892224,1.0,0.7306006999232105,0.34500483274459837,0.807932436466217,0.3732942914632189,0.9847981263258601,1
23,N2_awgn10,bonafide,0.5518833243078494,0.5364508087412275,1.0,0.7361647745663691,0.3313518568873406,0.7936217784881592,0.4125756731721723,0.9831445373981789,1
24,C0_clean,bonafide,0.5503037396244099,0.548776704212216,1.0,0.8355906011099243,0.39030856192111973,1.0,0.4533759240705055,0.9985927462959092,1
24,C8_opus16,bonafide,0.5453831504891773,0.5427015840135203,1.0,0.8197056224553609,0.38063659071922307,0.9737352132797241,0.4375517925760463,0.9964866645688581,1
24,C9_opus6,bonafide,0.5631621275142243,0.5289731527076854,1.0,0.24751573163167262,0.15,0.184051513671875,0.05,0.5296504205430754,0
24,N1_awgn20,bonafide,0.5336936000822688,0.5347632048567079,1.0,0.7348950371372116,0.3218029007315636,0.8055119514465332,0.3908370743667112,0.9847971141619497,1
24,N2_awgn10,bonafide,0.5522161760247166,0.5356660831378625,1.0,0.7506794115208912,0.30902774780988695,0.7647804617881775,0.4858771127897981,0.9966803098956025,1
25,C0_clean,bonafide,0.5314830878032243,0.5397222615055169,1.0,0.808400481149387,0.39030856192111973,1.0,0.3809949270892554,0.9803400100753678,1
25,C8_opus16,bonafide,0.5403618219939351,0.5291374937653951,1.0,0.8270206903258028,0.38063656389713285,0.9737352132797241,0.46920327244696536,0.9892187442660786,1
25,C9_opus6,bonafide,0.5558950331351655,0.5254923578977548,1.0,0.2569087759094849,0.15,0.18296833336353302,0.05,0.5624048085469058,0
25,N1_awgn20,bonafide,0.5382656127074803,0.5361249241967091,1.0,0.7521951503953357,0.290292464196682,0.8219159841537476,0.4243066541331653,0.9871225349796238,1
25,N2_awgn10,bonafide,0.5400713697683224,0.5375202325775893,1.0,0.7460056224196583,0.3442301690578461,0.75,0.4977571160250619,0.9889282920404658,1
26,C0_clean,bonafide,0.5394648482002272,0.5348237883879031,1.0,0.8228417484036916,0.39030856192111973,1.0,0.4103563583868828,0.9991161362920894,1
26,C8_opus16,bonafide,0.5345359062714613,0.5492983299301765,1.0,0.8144455040406791,0.38063656389713285,0.9737352132797241,0.4223175347326409,0.9941871943633235,1
26,C9_opus6,bonafide,0.5568763575638405,0.5198013326560553,1.0,0.263566962849175,0.15,0.16499800980091095,0.05,0.6085591964293688,0
26,N1_awgn20,bonafide,0.5421796254215234,0.5397863600810276,1.0,0.7670763368168328,0.3177862480282784,0.8357763290405273,0.44438359751545853,0.9981690864866144,1
26,N2_awgn10,bonafide,0.5420184039051206,0.5324499991536035,1.0,0.7524435151881503,0.3019307255744934,0.7664545178413391,0.48787538550236526,0.9983303080030173,1
27,C0_clean,bonafide,0.5324240446890073,0.5468343713372227,1.0,0.7977109734813959,0.3903086215257645,1.0,0.33490394176322075,0.9907993031747655,1
27,C8_opus16,bonafide,0.5392801155366237,0.5423574890808733,1.0,0.8484652132211234,0.38063656389713285,0.9737352132797241,0.5322483856750642,0.9976553740223819,1
27,C9_opus6,bonafide,0.5579935410835775,0.5229231217317365,1.0,0.2547877084956013,0.15,0.178135484457016,0.05,0.561778382375983,0
27,N1_awgn20,bonafide,0.5443607095977933,0.5328748548551214,1.0,0.7432146864019303,0.32314124405384065,0.8328304290771484,0.36967768398712136,0.9972640319164485,1
27,N2_awgn10,bonafide,0.5417671355787874,0.529592259981928,1.0,0.7136234761366712,0.338006891310215,0.75,0.3788873145201163,0.9998576059354544,1
28,C0_clean,bonafide,0.5399601367934169,0.5473997206944502,1.0,0.844781924939658,0.3903085947036743,1.0,0.49408198784747254,0.988524428618054,1
28,C8_opus16,bonafide,0.5362188747277642,0.5470903246519428,1.0,0.8210895598923243,0.38063656389713285,0.9737352132797241,0.45386841538238093,0.9847831665524013,1
28,C9_opus6,bonafide,0.5592030642054876,0.5191133947460119,1.0,0.24823612348714072,0.15,0.17457430064678192,0.05,0.5446880107614265,0
28,N1_awgn20,bonafide,0.5534231243762856,0.5291311209569695,1.0,0.770775614873999,0.3520175710320473,0.8061979413032532,0.4963088773765821,0.9980125837990773,1
28,N2_awgn10,bonafide,0.5414043882724787,0.5329067719630888,1.0,0.7472831202177379,0.3268176406621933,0.7671199440956116,0.4781484618345285,0.9899686800971158,1
29,C0_clean,bonafide,0.5402426081397241,0.5358452494179449,1.0,0.8219787651265272,0.39030856192111973,1.0,0.40680046151600924,0.9997954222390816,1
29,C8_opus16,bonafide,0.5402741051871599,0.5382799640312624,1.0,0.828480115256081,0.38063659071922307,0.9737352132797241,0.46352284128899196,0.9997639251916458,1
29,C9_opus6,bonafide,0.551602416756206,0.5209759082807445,1.0,0.2812599933816315,0.15,0.19298824667930603,0.05,0.6302156490330302,0
29,N1_awgn20,bonafide,0.5383887149411685,0.537220170361985,1.0,0.7764891398798519,0.3102896362543106,0.8361754417419434,0.47504585938121907,0.9983506845623628,1
29,N2_awgn10,bonafide,0.5355826434514184,0.5387871311048745,1.0,0.7663407936318576,0.307308255136013,0.8035165071487427,0.4875693561685895,0.9955446130726127,1
30,C0_clean,bonafide,0.5361837042172874,0.5309755894966774,1.0,0.8425080269325024,0.39030856192111973,1.0,0.478529933429658,0.9964968230120167,1
30,C8_opus16,bonafide,0.5407657204677124,0.5407733167742019,1.0,0.7997572969649096,0.38063656389713285,0.9737352132797241,0.3686228781058419,0.9989211607375583,1
30,C9_opus6,bonafide,0.5521195035124518,0.5230285143687896,1.0,0.24764607284337478,0.15,0.16794566810131073,0.05,0.5515593520095017,0
30,N1_awgn20,bonafide,0.5435184185942378,0.5324165079359247,1.0,0.7584444924131648,0.3262728780508042,0.835928738117218,0.41740819460989204,0.996168462611033,1
30,N2_awgn10,bonafide,0.5485442542491668,0.5336027504492898,1.0,0.7563186508614942,0.33429040610790256,0.8243604898452759,0.43077222278850874,0.991142626956104,1
31,C0_clean,bonafide,0.5426490208895764,0.5472078431032895,1.0,0.816695565278911,0.39030856192111973,1.0,0.3935146572671191,0.9954705603292507,1
31,C8_opus16,bonafide,0.5365408194570531,0.5423600649014972,1.0,0.7842281254789986,0.38063656389713285,0.9737352132797241,0.32641777499363556,0.9893623588967274,1
31,C9_opus6,bonafide,0.5552693842949132,0.5255711181417284,1.0,0.26205995325684667,0.15,0.1857694387435913,0.05,0.5758405925313671,0
31,N1_awgn20,bonafide,0.5424260668145253,0.5426344573168135,1.0,0.7707840688586415,0.33649977147579196,0.8397773504257202,0.45432948937364503,0.9952476062541996,1
31,N2_awgn10,bonafide,0.5466880133103761,0.5329406151693877,1.0,0.7386691784745334,0.3768528431653977,0.75,0.46272104216506066,0.9995095527500504,1
32,C0_clean,bonafide,0.5419722607118915,0.5378950775958987,1.0,0.8280885396330295,0.39030858874320984,1.0,0.428372090609019,0.9985897081677461,1
32,C8_opus16,bonafide,0.5509022997276327,0.543830327782753,1.0,0.8257386089109373,0.38063656389713285,0.9737352132797241,0.46448874284482067,0.9896596691520049,1
32,C9_opus6,bonafide,0.5548577609001807,0.513321498763091,1.0,0.2531453930485932,0.15,0.17560607194900513,0.05,0.5596765475633039,0
32,N1_awgn20,bonafide,0.5417021460388084,0.5366323784369329,1.0,0.7374017988565631,0.3129307314753533,0.8270143270492554,0.3564604039487072,0.9988598228408292,1
32,N2_awgn10,bonafide,0.5460670599835975,0.534472074241179,1.0,0.7698465700574091,0.30708413273096086,0.7783788442611694,0.5338218656137641,0.9944949088960401,1
33,C0_clean,bonafide,0.5411780727905429,0.5438543259694348,1.0,0.8000422838302693,0.3903085947036743,1.0,0.33944323454960573,0.9940310448846253,1
33,C8_opus16,bonafide,0.5462440659504402,0.5411671863030666,1.0,0.8020444030385488,0.38063656389713285,0.9737352132797241,0.37607068771100793,0.9990970380445227,1
33,C9_opus6,bonafide,0.5542997077006987,0.5245331840050899,1.0,0.2704557016315513,0.15,0.18119263648986816,0.05,0.6099288234520134,0
33,N1_awgn20,bonafide,0.5390908400556759,0.5408116171797214,1.0,0.7588914920918264,0.3404195919632912,0.8329969048500061,0.4270319550229878,0.9919438121497584,1
33,N2_awgn10,bonafide,0.5446539003312997,0.5333156436209718,1.0,0.735489421434929,0.33728749155998233,0.7851965427398682,0.4071958087045566,0.9975068724253822,1
34,C0_clean,bonafide,0.5451876997212896,0.5374499180057263,1.0,0.8399427717570715,0.39030856192111973,1.0,0.4666831052643474,0.9997928005925576,1
34,C8_opus16,bonafide,0.535631477155494,0.537253237965214,1.0,0.8175169346905177,0.38063656389713285,0.9737352132797241,0.43650625323533143,0.990236578026762,1
34,C9_opus6,bonafide,0.5585455435123206,0.527688988553432,1.0,0.27808683336373435,0.15,0.16704794764518738,0.05,0.654225514352198,0
34,N1_awgn20,bonafide,0.5531707014844365,0.532344331582836,1.0,0.7631343344087218,0.3256229177117348,0.8106638789176941,0.47067174516118504,0.9922241976442955,1
