sample_idx,condition,attack_type,stability,sba,fp,ecs,ecs_nr,trusted
8,C8_opus16,bonafide,0.9825854301452637,0.55,0.9959757897064246,0.8568269089700329,0.3314408086240292,1
8,C9_opus6,bonafide,0.16519466042518616,0.08527119037555751,0.642083829328083,0.2842843700811666,0.18,0
8,N1_awgn20,bonafide,0.8293613195419312,0.55,0.9969713743404182,0.7958359401188979,0.31341280221939094,1
8,N2_awgn10,bonafide,0.8305080533027649,0.55,0.9988844813468337,0.7968685657251561,0.2807508957386017,1
9,C0_clean,bonafide,1.0,0.55,0.9967521340364671,0.8640256402109402,0.32199790447950366,1
9,C8_opus16,bonafide,0.9825854301452637,0.55,0.9909047818712222,0.8553056066194722,0.33144082069396974,1
9,C9_opus6,bonafide,0.1660396009683609,0.08290589959862478,0.5725592720621616,0.26305539188558025,0.18,0
9,N1_awgn20,bonafide,0.8537064790725708,0.55,0.9936997497958104,0.8045925165677714,0.3209113202989102,1
9,N2_awgn10,bonafide,0.8010963201522827,0.55,0.9902079389730748,0.7825009097528356,0.3005260868370533,1
10,C0_clean,bonafide,1.0,0.55,0.9878252841541731,0.861347585246252,0.32199787169694905,1
10,C8_opus16,bonafide,0.9825854301452637,0.55,0.9975104056953161,0.8572872937667002,0.33144082069396974,1
10,C9_opus6,bonafide,0.17065145075321198,0.07692699010675516,0.6156582469685069,0.2760361514238634,0.18,0
10,N1_awgn20,bonafide,0.8479476571083069,0.55,0.998008048587631,0.8035814774196122,0.30088914409279827,1
10,N2_awgn10,bonafide,0.8075534105300903,0.55,0.9991569265361282,0.7877684421728746,0.33309902623295784,1
11,C0_clean,bonafide,1.0,0.55,0.9866787183753206,0.8610036155125962,0.32199787169694905,1
11,C8_opus16,bonafide,0.9825853109359741,0.55,0.9997368149259683,0.8579551688521803,0.3314407879114151,1
11,C9_opus6,bonafide,0.16748951375484467,0.08506244972617556,0.566087158406384,0.26234068794170573,0.18,0
11,N1_awgn20,bonafide,0.8490741848945618,0.55,0.9978454137739081,0.8039832980899972,0.29397197723388674,1
11,N2_awgn10,bonafide,0.7781745195388794,0.55,0.9933165326403911,0.7742647676076692,0.32280271321535114,1
12,C0_clean,bonafide,1.0,0.55,0.9937793684318867,0.8631338105295661,0.32199787169694905,1
12,C8_opus16,bonafide,0.9825854301452637,0.55,0.9981897234300385,0.857491089087117,0.3314408086240292,1
12,C9_opus6,bonafide,0.18712548911571503,0.08252362853801166,0.6003900567563372,0.2797243012345907,0.18,0
12,N1_awgn20,bonafide,0.8317683339118958,0.55,0.9945595475658687,0.796075197834519,0.3219547957181931,1
12,N2_awgn10,bonafide,0.7973450422286987,0.55,0.9974649616051098,0.7831775053730125,0.3205422067642212,1
13,C0_clean,bonafide,1.0,0.55,0.9914277409104455,0.8624283222731337,0.32199787169694905,1
13,C8_opus16,bonafide,0.9825854301452637,0.55,0.996164095482768,0.8568834007029358,0.3314408086240292,1
13,C9_opus6,bonafide,0.19058600068092346,0.08904538213913613,0.6233114938471083,0.2899414630682427,0.18,0
13,N1_awgn20,bonafide,0.8431221842765808,0.55,0.9995336502820203,0.8021089687952384,0.29864438995718956,1
13,N2_awgn10,bonafide,0.8210217952728271,0.55,0.989464970196918,0.7902482091682064,0.2894700704514981,1
14,C0_clean,bonafide,1.0,0.55,0.9917148081897383,0.8625144424569215,0.32199787169694905,1
14,C8_opus16,bonafide,0.9825853109359741,0.55,0.9967734327442546,0.8570661541976661,0.33144082069396974,1
14,C9_opus6,bonafide,0.18669246137142181,0.08497370613346544,0.6324915372952583,0.2899165575771859,0.18,0
14,N1_awgn20,bonafide,0.8398431539535522,0.55,0.9961371579085442,0.7997784089539841,0.31529967710375784,1
14,N2_awgn10,bonafide,0.8273822665214539,0.55,0.9988913043603308,0.7956202979166809,0.33575334861874584,1
15,C0_clean,bonafide,1.0,0.55,0.9999264675108386,0.8649779402532516,0.32199826508760454,1
15,C8_opus16,bonafide,0.9825854301452637,0.55,0.9960987858058973,0.8568638077998747,0.3314408086240292,1
15,C9_opus6,bonafide,0.1808071732521057,0.08424834003996606,0.6052854276615696,0.279182999611303,0.18,0
15,N1_awgn20,bonafide,0.836998701095581,0.55,0.9977898954894878,0.7991364490850787,0.2837944807112217,1
15,N2_awgn10,bonafide,0.825871467590332,0.55,0.9996059038902244,0.7952303582032001,0.2948971377313137,1
16,C0_clean,bonafide,1.0,0.55,0.9888580081185051,0.8616574024355516,0.32199790447950366,1
16,C8_opus16,bonafide,0.9825854897499084,0.55,0.9834153380426871,0.8530587973127695,0.33144082069396974,1
16,C9_opus6,bonafide,0.16238927841186523,0.08060716864881946,0.5785408887222009,0.2627001285760522,0.18,0
16,N1_awgn20,bonafide,0.8258138298988342,0.55,0.9991443896443819,0.7950688488528483,0.2949073141813279,1
16,N2_awgn10,bonafide,0.8149583339691162,0.55,0.9959447179420087,0.7897667489702491,0.31319315314292906,1
17,C0_clean,bonafide,1.0,0.55,0.9950665401963092,0.8635199620588928,0.32199787169694905,1
17,C8_opus16,bonafide,0.9825854301452637,0.55,0.9900616127716917,0.855052655889613,0.3314408086240292,1
17,C9_opus6,bonafide,0.16823184490203857,0.07966100018382707,0.6498390519182446,0.2861427535914369,0.18,0
17,N1_awgn20,bonafide,0.8398091197013855,0.55,0.9927933415550794,0.798761650347078,0.2816770996153355,1
17,N2_awgn10,bonafide,0.7817782163619995,0.55,0.9992455143395403,0.777484940846662,0.3362178671360016,1
18,C0_clean,bonafide,1.0,0.55,0.9860847992432616,0.8608254397729785,0.3219982323050499,1
18,C8_opus16,bonafide,0.9825854897499084,0.55,0.996055860146907,0.8568509539440354,0.33144082069396974,1
18,C9_opus6,bonafide,0.17118564248085022,0.0861803721070535,0.6133145828443868,0.2783227434777722,0.18,0
18,N1_awgn20,bonafide,0.8374316096305847,0.55,0.9935414231254343,0.7980350707898642,0.28450610920786856,1
18,N2_awgn10,bonafide,0.7872177958488464,0.55,0.9989146485177011,0.7795615128948489,0.29732366845011715,1
19,C0_clean,bonafide,1.0,0.55,0.9910246283157649,0.8623073884947294,0.32199787169694905,1
19,C8_opus16,bonafide,0.9825854301452637,0.55,0.995509797043417,0.8566871111711305,0.3314408086240292,1
19,C9_opus6,bonafide,0.16031886637210846,0.07715221733082898,0.6704399078535097,0.28840518410414495,0.18,0
19,N1_awgn20,bonafide,0.8491696715354919,0.55,0.9971472835356614,0.8038120536748952,0.3074805468320847,1
19,N2_awgn10,bonafide,0.8103897571563721,0.55,0.9983167129948107,0.7886509167609921,0.2778080751001835,1
20,C0_clean,bonafide,1.0,0.55,0.9972185763013062,0.8641655728903919,0.32199787169694905,1
20,C8_opus16,bonafide,0.9825854301452637,0.55,0.9950706349471287,0.8565553625422441,0.33144082069396974,1
20,C9_opus6,bonafide,0.1736341416835785,0.08090141859958164,0.5954464471489325,0.2723580163979856,0.18,0
20,N1_awgn20,bonafide,0.8577176332473755,0.55,0.9970644730798406,0.8072063952229024,0.31033754706382755,1
20,N2_awgn10,bonafide,0.8077906966209412,0.55,0.9950798720214356,0.7866402402548072,0.3206606301665307,1
21,C0_clean,bonafide,1.0,0.55,0.997545205538643,0.864263561661593,0.32199787169694905,1
21,C8_opus16,bonafide,0.9825854301452637,0.55,0.9930663086223686,0.855954064644816,0.3314408086240292,1
21,C9_opus6,bonafide,0.1870589256286621,0.08483531436591536,0.6263026394985698,0.2881649564108104,0.18,0
21,N1_awgn20,bonafide,0.8457226753234863,0.55,0.9945399534360775,0.8016510561602179,0.3031420585513115,1
21,N2_awgn10,bonafide,0.7748069167137146,0.55,0.9955868526745055,0.7735988224878374,0.32152157977223395,1
22,C0_clean,bonafide,1.0,0.55,0.9933471624269081,0.8630041487280724,0.32199790447950366,1
22,C8_opus16,bonafide,0.9825854301452637,0.55,0.9898715609020164,0.8549956403287104,0.33144082069396974,1
22,C9_opus6,bonafide,0.18232335150241852,0.08465383384201468,0.6391643642146299,0.29007480001796077,0.18,0
22,N1_awgn20,bonafide,0.8576363921165466,0.55,0.9922628236893782,0.8057334039534322,0.27921045467257505,1
22,N2_awgn10,bonafide,0.7909881472587585,0.55,0.99343671026444,0.7794262719828354,0.2828558807075024,1
23,C0_clean,bonafide,1.0,0.55,0.9946083911727235,0.863382517351817,0.32199790447950366,1
23,C8_opus16,bonafide,0.9825854301452637,0.55,0.9981798972526871,0.8574881412339116,0.33144082069396974,1
23,C9_opus6,bonafide,0.16812387108802795,0.08332787203978417,0.6200116831040937,0.2782514149783745,0.18,0
23,N1_awgn20,bonafide,0.8237055540084839,0.55,0.9991050904769431,0.7942137487464765,0.34270991772413256,1
23,N2_awgn10,bonafide,0.823062539100647,0.55,0.9997815859250316,0.7941594914177683,0.3169403955340385,1
24,C0_clean,bonafide,1.0,0.55,0.9879969153489487,0.8613990746046847,0.32199790447950366,1
24,C8_opus16,bonafide,0.9825853109359741,0.55,0.99453735238557,0.8563953300900606,0.33144082069396974,1
24,C9_opus6,bonafide,0.17742159962654114,0.07267854807354224,0.6073489971332616,0.27497690341265757,0.18,0
24,N1_awgn20,bonafide,0.8553707599639893,0.55,0.9978125321467041,0.8064920636296069,0.28723211839795115,1
24,N2_awgn10,bonafide,0.8062649965286255,0.55,0.9982291269056167,0.7869747366831352,0.30499693244695664,1
25,C0_clean,bonafide,1.0,0.55,0.9938125345158826,0.8631437603547648,0.32199787169694905,1
25,C8_opus16,bonafide,0.9825854897499084,0.55,0.9924146397394082,0.8557585878217859,0.3314408086240292,1
25,C9_opus6,bonafide,0.18652963638305664,0.07252645752347288,0.5998631151302911,0.27632872634935185,0.18,0
25,N1_awgn20,bonafide,0.8294730186462402,0.55,0.9986612935621901,0.7963875955271531,0.3203789141774178,1
25,N2_awgn10,bonafide,0.7786672115325928,0.55,0.9885227410127623,0.7730237069168657,0.3305966095626355,1
26,C0_clean,bonafide,1.0,0.55,0.9990054792991601,0.8647016437897481,0.32199787169694905,1
26,C8_opus16,bonafide,0.9825854301452637,0.55,0.9990125545484311,0.8577379384226348,0.33144082069396974,1
26,C9_opus6,bonafide,0.16297286748886108,0.08131482000580595,0.6007353052277683,0.2698041845656167,0.18,0
26,N1_awgn20,bonafide,0.8377575278282166,0.55,0.998628939177678,0.7996916928845901,0.3275564953684807,1
26,N2_awgn10,bonafide,0.8165494799613953,0.55,0.9927851311148767,0.7894553313190211,0.2988294851779938,1
27,C0_clean,bonafide,1.0,0.55,0.9928011066811864,0.862840332004356,0.32199790447950366,1
27,C8_opus16,bonafide,0.9825854301452637,0.55,0.9921878845004464,0.8556905374082393,0.33144082069396974,1
27,C9_opus6,bonafide,0.16375741362571716,0.07934702193562215,0.5456960602501195,0.25301589010600933,0.18,0
27,N1_awgn20,bonafide,0.8508376479148865,0.55,0.9997163377134374,0.8052499604799859,0.2994679699838162,1
27,N2_awgn10,bonafide,0.7740873098373413,0.55,0.989553296573722,0.7715009129070531,0.3160377244651318,1
28,C0_clean,bonafide,1.0,0.55,0.9948909073216387,0.8634672721964917,0.32199787169694905,1
28,C8_opus16,bonafide,0.9825853109359741,0.55,0.9922624322583712,0.855712854051901,0.3314408086240292,1
28,C9_opus6,bonafide,0.18845055997371674,0.0733235343362002,0.5486059641272737,0.2619590735285289,0.18,0
28,N1_awgn20,bonafide,0.8460323810577393,0.55,0.9940503984749759,0.8016280719655884,0.3252318458259106,1
28,N2_awgn10,bonafide,0.8319355845451355,0.55,0.9925920386592605,0.7955518454158323,0.3112278378009796,1
29,C0_clean,bonafide,1.0,0.55,0.9987709556981651,0.8646312867094496,0.32199787169694905,1
29,C8_opus16,bonafide,0.9825854301452637,0.55,0.9966334980579238,0.8570242214754826,0.3314408086240292,1
29,C9_opus6,bonafide,0.19133689999580383,0.08993521629470076,0.6093737544329384,0.2863274512166133,0.18,0
29,N1_awgn20,bonafide,0.8632233738899231,0.55,0.9926437487227378,0.8080824741727906,0.3064018659293652,1
29,N2_awgn10,bonafide,0.8276259899139404,0.55,0.995757948130062,0.7947777804045948,0.30154970809817316,1
30,C0_clean,bonafide,1.0,0.55,0.9999565962318849,0.8649869788695655,0.32199787169694905,1
30,C8_opus16,bonafide,0.9825854897499084,0.55,0.9890762411927643,0.8547570682577927,0.33144082069396974,1
30,C9_opus6,bonafide,0.1634829193353653,0.0833119923618682,0.6465345592656757,0.2843471332224093,0.18,0
30,N1_awgn20,bonafide,0.8405097723007202,0.55,0.9995618090900374,0.8010724516472993,0.33033194035291674,1
30,N2_awgn10,bonafide,0.7939464449882507,0.55,0.9943475078255641,0.7808828303429696,0.29069294571876525,1
31,C0_clean,bonafide,1.0,0.55,0.9948240871478145,0.8634472261443444,0.32199787169694905,1
31,C8_opus16,bonafide,0.9825854897499084,0.55,0.9990930246151384,0.8577621032845049,0.3314408086240292,1
31,C9_opus6,bonafide,0.16459330916404724,0.07376313174028154,0.6433301637594543,0.2809653123155396,0.18,0
31,N1_awgn20,bonafide,0.8557291626930237,0.55,0.9973573126374214,0.8064988588684359,0.31348521754145625,1
31,N2_awgn10,bonafide,0.8197010159492493,0.55,0.9998539870794269,0.7928366025035278,0.28613410443067555,1
32,C0_clean,bonafide,1.0,0.55,0.9803400100753678,0.8591020030226104,0.32199787169694905,1
32,C8_opus16,bonafide,0.9825854301452637,0.55,0.9911255409139347,0.8553718343322858,0.3314408086240292,1
32,C9_opus6,bonafide,0.17382463812828064,0.07663803669946354,0.5608659149848544,0.26078104075660763,0.18,0
32,N1_awgn20,bonafide,0.8406882286071777,0.55,0.9865368981757644,0.7972363608956003,0.3005888229608536,1
32,N2_awgn10,bonafide,0.7857205867767334,0.55,0.9968793506946678,0.7783520399190937,0.30811763510108,1
33,C0_clean,bonafide,1.0,0.55,0.996856661502487,0.8640569984507461,0.32199787169694905,1
33,C8_opus16,bonafide,0.9825854301452637,0.55,0.9964233961974069,0.8569611909173276,0.33144082069396974,1
33,C9_opus6,bonafide,0.16163025796413422,0.07348924880401532,0.5832292352029843,0.2616676483877536,0.18,0
33,N1_awgn20,bonafide,0.8482266664505005,0.55,0.9963127165990483,0.8031844815599147,0.3175612838566303,1
33,N2_awgn10,bonafide,0.8116918802261353,0.55,0.9962302344726883,0.7885458224322606,0.3599712030589581,1
34,C0_clean,bonafide,1.0,0.55,0.9836777467954552,0.8601033240386367,0.32199787169694905,1
34,C8_opus16,bonafide,0.9825854301452637,0.55,0.9869630254840586,0.854123079703323,0.33144082069396974,1
34,C9_opus6,bonafide,0.18632575869560242,0.08535615020949812,0.5840849655716842,0.27536263821259566,0.18,0
34,N1_awgn20,bonafide,0.8580824136734009,0.55,0.9981145652210469,0.8076673350356744,0.303601146787405,1
34,N2_awgn10,bonafide,0.8124901056289673,0.55,0.9877939513093961,0.7863342276444059,0.3086560699343681,1
35,C0_clean,bonafide,1.0,0.55,0.9969790289477729,0.8640937086843319,0.32199787169694905,1
35,C8_opus16,bonafide,0.9825854301452637,0.55,0.9868479425401734,0.8540885548201574,0.3314408086240292,1
35,C9_opus6,bonafide,0.1771792620420456,0.07263074157643541,0.5262975882940956,0.25055020377797754,0.18,0
35,N1_awgn20,bonafide,0.82302325963974,0.55,0.9956110834595734,0.792892628893768,0.31786728203296666,1
35,N2_awgn10,bonafide,0.8426511883735657,0.55,0.9943001135043334,0.8003505094007264,0.28891653567552567,1
36,C0_clean,bonafide,1.0,0.55,0.988524428618054,0.8615573285854162,0.32199787169694905,1
36,C8_opus16,bonafide,0.9825854897499084,0.55,0.989299423567877,0.8548240229703266,0.3314408086240292,1
36,C9_opus6,bonafide,0.17760267853736877,0.08523659595646492,0.5688826153702062,0.26727683481294884,0.18,0
36,N1_awgn20,bonafide,0.839203417301178,0.55,0.9987588831582564,0.8003090318679482,0.28253202110528947,1
36,N2_awgn10,bonafide,0.8180127143859863,0.55,0.9826351496355756,0.7869956306450673,0.3204716907441616,1
37,C0_clean,bonafide,1.0,0.55,0.9929304045023835,0.8628791213507151,0.32199787169694905,1
37,C8_opus16,bonafide,0.9825854301452637,0.55,0.991449401669872,0.855468992559067,0.3314408086240292,1
37,C9_opus6,bonafide,0.16323712468147278,0.07523559562680271,0.587596462835469,0.2641444674112706,0.18,0
37,N1_awgn20,bonafide,0.8434451222419739,0.55,0.991269924082803,0.7997590261216305,0.28351859569549565,1
37,N2_awgn10,bonafide,0.8213154673576355,0.55,0.9956160772152993,0.792211010107644,0.3142470023036003,1
38,C0_clean,bonafide,1.0,0.55,0.9953108835814904,0.8635932650744471,0.32199787169694905,1
38,C8_opus16,bonafide,0.9825854897499084,0.55,0.9989523836225442,0.8577199109867266,0.3314408086240292,1
38,C9_opus6,bonafide,0.18864323198795319,0.08140050806627225,0.5499178415663588,0.2648527976849706,0.18,0
38,N1_awgn20,bonafide,0.8336110711097717,0.55,0.9986997337957887,0.7980543485826452,0.34438372731208805,1
38,N2_awgn10,bonafide,0.773394763469696,0.55,0.9958743682861283,0.7731202158737169,0.30821226224303244,1
39,C0_clean,bonafide,1.0,0.55,0.9908288077743106,0.8622486423322933,0.32199787169694905,1
39,C8_opus16,bonafide,0.9825854301452637,0.55,0.9849582528077135,0.8535216479004195,0.33144082069396974,1
39,C9_opus6,bonafide,0.17591090500354767,0.07311561181128239,0.5516698317013433,0.2577999950552068,0.18,0
39,N1_awgn20,bonafide,0.854099452495575,0.55,0.9882999925487621,0.8031297787628586,0.3283653575181962,1
39,N2_awgn10,bonafide,0.8085408210754395,0.55,0.988350501546826,0.7849214788942236,0.3027998085319996,1
40,C0_clean,bonafide,1.0,0.55,0.9954705603292507,0.8636411680987752,0.32199787169694905,1
40,C8_opus16,bonafide,0.9825854301452637,0.55,0.9808116083361326,0.8522776545589452,0.33144082069396974,1
40,C9_opus6,bonafide,0.1704007089138031,0.08827058223645798,0.6111343762011392,0.2779817710968004,0.18,0
40,N1_awgn20,bonafide,0.8332341313362122,0.55,0.9985970772098438,0.797872775697438,0.32827095165848735,1
40,N2_awgn10,bonafide,0.8175410032272339,0.55,0.9958714647783017,0.7907778407243842,0.29841209486126896,1
41,C0_clean,bonafide,1.0,0.55,0.9993729952912384,0.8648118985873716,0.32199787169694905,1
41,C8_opus16,bonafide,0.9825854897499084,0.55,0.9951843577986053,0.856589503239545,0.33144082069396974,1
41,C9_opus6,bonafide,0.18441247940063477,0.08336194927003363,0.6108233527402028,0.28202058236332483,0.18,0
41,N1_awgn20,bonafide,0.831602156162262,0.55,0.9977589327105821,0.7969685422780795,0.32227002292871476,1
41,N2_awgn10,bonafide,0.7695294618606567,0.55,0.996000331907135,0.7716118843164033,0.3004458644986153,1
42,C0_clean,bonafide,1.0,0.55,0.993553948498923,0.863066184549677,0.32199787169694905,1
42,C8_opus16,bonafide,0.9825854897499084,0.55,0.9916631133210481,0.8555331298962778,0.33144082069396974,1
42,C9_opus6,bonafide,0.1720941960811615,0.08130278320113109,0.607068436743257,0.275349044415781,0.18,0
42,N1_awgn20,bonafide,0.8186951875686646,0.55,0.9891939722456411,0.7892362667011582,0.3440517930686474,1
42,N2_awgn10,bonafide,0.8145121335983276,0.55,0.9943103166355607,0.7890979484299994,0.27851345941424377,1
43,C0_clean,bonafide,1.0,0.55,0.9947615003580037,0.8634284501074012,0.32199787169694905,1
43,C8_opus16,bonafide,0.9825854897499084,0.55,0.9997604289266036,0.8579623245779444,0.3314408086240292,1
43,C9_opus6,bonafide,0.18350090086460114,0.07298801209813403,0.5754899568221732,0.26794375102193263,0.18,0
43,N1_awgn20,bonafide,0.8473452925682068,0.55,0.999666671280648,0.8038381184114771,0.3203922748565674,1
43,N2_awgn10,bonafide,0.8160669207572937,0.55,0.9956511635228734,0.7901221173597796,0.33443740516901016,1
44,C0_clean,bonafide,1.0,0.55,0.9904629256022436,0.8621388776806731,0.32199787169694905,1
44,C8_opus16,bonafide,0.9825854301452637,0.55,0.9899391253754246,0.8550159096707328,0.33144082069396974,1
44,C9_opus6,bonafide,0.16725768148899078,0.08470451515494018,0.6260881776031698,0.2801408804230293,0.18,0
44,N1_awgn20,bonafide,0.8412800431251526,0.55,0.9868256090190648,0.7975596999557806,0.3013666920363903,1
44,N2_awgn10,bonafide,0.7949000000953674,0.55,0.9906223732625679,0.7801467120169173,0.28796870142221453,1
45,C0_clean,bonafide,1.0,0.55,0.9962576011333935,0.8638772803400181,0.32199787169694905,1
45,C8_opus16,bonafide,0.9825854897499084,0.55,0.9882892637725968,0.8545209750317424,0.33144082069396974,1
45,C9_opus6,bonafide,0.18830689787864685,0.07284629775760358,0.6793071475019565,0.30096879272932675,0.18,0
45,N1_awgn20,bonafide,0.8583620190620422,0.55,0.9939738353868903,0.806536958240884,0.3019907282292843,1
45,N2_awgn10,bonafide,0.8287472128868103,0.55,0.9958909522614835,0.7952661708331692,0.2954280555248261,1
46,C0_clean,bonafide,1.0,0.55,0.9896375052403983,0.8618912515721195,0.32199787169694905,1
46,C8_opus16,bonafide,0.9825854301452637,0.55,0.9907334031924818,0.8552541930158499,0.3314408086240292,1
46,C9_opus6,bonafide,0.18841718137264252,0.08900123937587234,0.5703118553922426,0.27316080097949147,0.18,0
46,N1_awgn20,bonafide,0.8423192501068115,0.55,0.9832005572162222,0.7968878672075914,0.3015787063539028,1
46,N2_awgn10,bonafide,0.815617561340332,0.55,0.9983004130811528,0.7907371484604787,0.3100956277549267,1
47,C0_clean,bonafide,1.0,0.55,0.9947530012823927,0.8634259003847179,0.32199787169694905,1
47,C8_opus16,bonafide,0.9825854301452637,0.55,0.9864116088166618,0.853957654703104,0.3314408086240292,1
47,C9_opus6,bonafide,0.1877194494009018,0.07642520851875843,0.5754457734887283,0.2706490743626067,0.18,0
47,N1_awgn20,bonafide,0.8456128835678101,0.55,0.9932390318525111,0.8012168629828773,0.2972291807830334,1
47,N2_awgn10,bonafide,0.75,0.55,0.9986966135592806,0.7646089840677843,0.3332466958463192,1
48,C0_clean,bonafide,1.0,0.55,0.9906702394363356,0.8622010718309008,0.32199826508760454,1
48,C8_opus16,bonafide,0.9825853109359741,0.55,0.9799224925292849,0.8520108721331752,0.3314408086240292,1
48,C9_opus6,bonafide,0.1617041677236557,0.0833764741592368,0.591933339283355,0.2672746111222398,0.18,0
48,N1_awgn20,bonafide,0.8444232940673828,0.55,0.9864005370788539,0.7986894787506094,0.3069570899009705,1
48,N2_awgn10,bonafide,0.8206292986869812,0.55,0.9893159838227004,0.7900465146216027,0.2780789598822594,1
49,C0_clean,bonafide,1.0,0.55,0.9996249695263715,0.8648874908579115,0.32199787169694905,1
49,C8_opus16,bonafide,0.9825854301452637,0.55,0.9973770416977099,0.8572472845674184,0.3314408086240292,1
49,C9_opus6,bonafide,0.1663181483745575,0.0709843989279458,0.5667868663619994,0.2578586389368065,0.18,0
49,N1_awgn20,bonafide,0.8528127074241638,0.55,0.9932827220229323,0.8041098995765452,0.30571531593799595,1
49,N2_awgn10,bonafide,0.7938303351402283,0.55,0.9941655052605547,0.7807817856342577,0.33818673104047775,1
50,C0_clean,A16_voice_conversion,1.0,0.55,0.9890561360671101,0.861716840820133,0.27106045410037044,1
50,C8_opus16,A16_voice_conversion,0.862274169921875,0.55,0.9864865321654852,0.8058556276183956,0.258642303943634,1
50,C9_opus6,A16_voice_conversion,0.16630856692790985,0.07733517107378687,0.6280703517944238,0.27814508363162715,0.18,0
